name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
Malcolm Johnson,00-0032068,no,CLE,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,4,0,0,0,15,,,,,,,

David Johnson,00-0032187,no,ARI,RB,,,,,,1,0,4,0,0,,,,,,,,,,316,341,108,22,1,,,,,,,,,,,,,,,,,,273,104,36,4,0,0,457,125,188,79,8,0,0,581

Duke Johnson,00-0032257,no,CLE,RB,,,,,,0,1,1,1,0,,,,,,,,,,26,30,0,2,0,,,,,,,,,,,,,,,,,,286,46,61,2,0,0,534,104,176,0,0,0,0,379

Donnie Jones,00-0022684,no,PHI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,29,883,86,4038,,,,,,,,,,,,,,,,,,,

Adam Jones,00-0023441,no,CIN,CB,9,1,3,1,53,,,,,,,,,,,,,,,138,166,0,10,0,,,,,,,,,,,,,76,111,0,16,0,,,,,,,,,,,,,,

Jacoby Jones,00-0025460,no,SD,,,,,,,1,1,3,1,0,,,,,,,,,,161,176,0,18,0,,,,,,,,,,,,,6,20,0,11,0,,,,,,,,,,,,,,

James Jones,00-0025465,no,GB,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,199,50,8,2,2,890,,,,,,,

Jason Jones,00-0026194,no,DET,DE,4,1,0,4.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Reshad Jones,00-0027762,no,MIA,SS,29,0,5,2,107,1,0,1,1,9,,,,,,,,,,21,25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Julio Jones,00-0027944,no,ATL,WR,,,,,,1,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,164,136,8,0,0,1871,,,,,,,

Taiwan Jones,00-0028063,no,OAK,RB,,,,,,1,1,2,1,2,,,,,,,,,,251,344,0,31,0,,,,,,,,,,,,,,,,,,105,59,7,1,0,0,106,15,45,0,0,0,0,72

Colin Jones,00-0028128,no,CAR,DB,3,0,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Jones,00-0028664,no,DAL,P,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,684,27,824,69,3114,,,,,,,,,,,,,,,,,,,

Marvin Jones,00-0029293,no,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,92,65,4,0,0,816,5,33,0,0,0,0,33

Chandler Jones,00-0029585,no,NE,DE,12,4,1,12.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Abry Jones,00-0029946,no,JAC,DT,9,1,0,2,8,0,0,0,1,0,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jarvis Jones,00-0030499,no,PIT,OLB,13,1,1,2.0,14,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Landry Jones,00-0030524,no,PIT,QB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,55,32,4,3,1,0,513,,,,,,,,,,,,,,,,,,5,-4,0,0,0,0,-5

Datone Jones,00-0030576,no,GB,DE,6,0,0,3,14,,,,,,,,,,,,,,,9,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Howard Jones,00-0030881,no,TB,DE,4,1,0,5.5,10,0,0,0,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

DaQuan Jones,00-0031054,no,TEN,DE,20,0,0,0,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Christian Jones,00-0031130,no,CHI,ILB,23,0,0,1,59,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

T.J. Jones,00-0031189,no,DET,WR,,,,,,1,1,2,1,0,,,,,,,,,,55,66,0,5,0,,,,,,,,,,,,,38,42,0,7,0,104,29,10,1,0,0,132,1,-3,0,0,0,0,-3

Matt Jones,00-0031939,no,WAS,RB,,,,,,4,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,78,19,1,0,0,304,144,161,41,3,0,0,490

Byron Jones,00-0032239,no,DAL,FS,18,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Harold Jones-Quartey,00-0031989,no,CHI,SS,3,1,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cameron Jordan,00-0027962,no,NO,DE,13,1,0,10,33,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Johnathan Joseph,00-0024239,no,HOU,CB,10,1,1,0,48,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Linval Joseph,00-0027885,no,MIN,DT,13,1,0,1.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Lamarcus Joyner,00-0031389,no,STL,CB,18,0,0,2,54,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kyle Juszczyk,00-0029892,no,BAL,FB,,,,,,,,,,,,,,,,,,,,7,7,0,1,0,,,,,,,,,,,,,,,,,,217,12,41,4,0,0,321,2,2,0,0,0,0,3

Colin Kaepernick,00-0027974,no,SF,QB,,,,,,0,2,4,2,0,,,,,,,,,,,,,,,244,144,5,6,2,1,1615,,,,,,,,,,,,,,,,,,44,81,12,1,0,0,256

Frank Kearse,00-0028169,no,WAS,DT,3,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jermaine Kearse,00-0029159,no,SEA,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,84,49,5,1,0,685,,,,,,,

Case Keenum,00-0028986,no,STL,QB,,,,,,2,0,3,0,-12,,,,,,,,,,,,,,,125,76,1,4,0,0,828,,,,,,,,,,,,,,,,,,12,8,0,0,0,0,5

Jason Kelce,00-0028129,no,PHI,C,,,,,,0,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Travis Kelce,00-0030506,no,KC,TE,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,72,72,5,2,2,875,,,,,,,

Dennis Kelly,00-0029419,yes,PHI,OT,,,,,,0,2,0,2,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Lance Kendricks,00-0027985,no,STL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,67,25,2,0,0,245,,,,,,,

Mychal Kendricks,00-0029409,no,PHI,ILB,20,1,0,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eric Kendricks,00-0031554,no,MIN,MLB,20,0,0,4,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Devon Kennard,00-0031241,no,NYG,OLB,20,0,1,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Shiloh Keo,00-0028082,no,DEN,DB,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,

Jeremy Kerley,00-0028091,no,NYJ,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,106,205,0,48,0,64,12,16,2,0,0,152,,,,,,,

Brett Kern,00-0025825,no,TEN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,34,901,88,4175,,,,,,,,,,,,,,,,,,,

Zach Kerr,00-0031105,no,IND,NT,13,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ryan Kerrigan,00-0027954,no,WAS,OLB,9,2,0,9.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Josh Keyes,00-0031847,no,TB,LB,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Hau'oli Kikaha,00-0032056,no,NO,OLB,19,4,0,4,31,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Darius Kilgo,00-0032138,no,DEN,NT,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marquette King,00-0029123,no,OAK,P,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,648,40,889,83,3697,,,,,,,,,,,,,,,,,,,

David King,00-0030121,no,SEA,DE,2,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dre Kirkpatrick,00-0029560,no,CIN,CB,7,0,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Christian Kirksey,00-0031361,no,CLE,ILB,19,1,0,3.5,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

A.J. Klein,00-0030463,no,CAR,MLB,14,1,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Josh Kline,00-0029992,no,NE,G,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Karl Klug,00-0028080,no,TEN,DE,7,1,0,4.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Terrance Knighton,00-0027046,no,WAS,DT,12,0,0,1.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sam Koch,00-0024417,no,BAL,P,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,-3,697,29,853,74,3454,,,,,,,,,,,,,1,7,0,0,0,0,7

Jordan Kovacs,00-0029975,no,MIA,,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jonathan Krause,00-0030659,no,PHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,2,0,0,0,11,,,,,,,

Tyler Kroft,00-0032214,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,20,11,1,0,0,129,,,,,,,

Paul Kruger,00-0027033,no,CLE,OLB,11,0,0,2.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Lule Kuechly,00-0029248,no,CAR,MLB,42,2,4,1,76,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

John Kuhn,00-0022999,no,GB,FB,,,,,,,,,,,,,,,,,,,,9,9,0,2,0,,,,,,,,,,,,,,,,,,54,0,6,0,0,0,56,9,21,6,2,0,0,28

Markus Kuhn,00-0029312,no,NYG,DT,11,0,0,0.5,9,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Matt LaCosse,00-0031744,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3,0,0,0,22,,,,,,,

Eddie Lacy,00-0030485,no,GB,RB,,,,,,2,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,53,20,2,0,0,188,187,211,5,3,0,0,758

Brandon LaFell,00-0027681,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,37,0,0,0,515,2,9,0,0,0,0,9

Keenan Lambert,00-0031894,no,OAK,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Josh Lambo,00-0032087,no,SD,K,,,,,,,,,,,32,26,618,78,31,1,28,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kendall Lamm,00-0031921,no,HOU,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,7,,,,,,,

Emmanuel Lamur,00-0029479,no,CIN,OLB,12,1,0,0.5,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jarvis Landry,00-0031382,no,MIA,WR,,,,,,0,0,1,0,0,,,,,,,,,,139,183,0,13,0,1,1,0,0,0,0,9,,,,,,207,267,69,34,1,395,59,111,4,1,1,1159,17,85,22,1,0,0,111

Jeremy Lane,00-0029295,no,SEA,CB,1,0,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jorvorskie Lane,00-0029619,no,TB,FB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,13,1,0,0,0,0,0,0

T.J. Lang,00-0027078,yes,GB,G,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kendall Langford,00-0026206,no,IND,DE,15,0,0,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jermey Langford,00-0031569,no,CHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,83,22,1,0,0,279,148,132,12,6,2,1,537

Spencer Lanning,00-0028347,yes,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,51,3,136,,,,,,,,,,,,,,,,,,,

Danny Lansanah,00-0026028,no,TB,OLB,20,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cody Latimer,00-0031344,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,10,6,1,0,0,59,2,1,0,0,0,0,1

Jamari Lattimore,00-0028600,no,NYJ,LB,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

James Laurinaitis,00-0027011,no,STL,MLB,49,1,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cordarro Law,00-0029390,no,SD,LB,3,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Demarcus Lawrence,00-0031411,no,DAL,DE,19,1,0,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Manny Lawson,00-0024237,no,BUF,OLB,10,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nevin Lawson,00-0031176,no,DET,CB,4,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Shane Lechler,00-0019714,no,HOU,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,24,904,95,4497,,,,,,,,,,,,,,,,,,,

Andy Lee,00-0022824,no,CLE,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,25,875,70,3270,,,,,,,,,,,,,,,,,,,

Sean Lee,00-0027663,no,DAL,OLB,53,0,1,2.5,76,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marqise Lee,00-0031431,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,2,15,1,0,0,191,5,38,0,0,0,0,38

Mike Lee,00-0031922,no,CHI,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,7,,,,,,,

Orie Lemon,00-0028666,no,TB,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Corey Lemonier,00-0030518,no,SF,OLB,4,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brian Leonhardt,00-0029755,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,4,,,,,,,

Josh LeRibeus,00-0029666,no,WAS,C,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Anthony Levine,00-0027539,yes,BAL,CB,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,0,3

Marcedes Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0,16,0,0,0,226,,,,,,,

Keenan Lewis,00-0026903,no,NO,CB,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kendrick Lewis,00-0027736,no,BAL,FS,21,1,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dion Lewis,00-0028087,no,NE,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,26,36,2,0,0,388,49,77,14,2,0,0,234

Travis Lewis,00-0029217,no,DET,OLB,3,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Patrick Lewis,00-0030268,yes,SEA,C,,,,,,0,0,2,0,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Lewis-Harris,00-0029696,yes,CIN,CB,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kapron Lewis-Moore,00-0029894,no,BAL,DE,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ryan Lindley,00-0029531,yes,IND,QB,,,,,,,,,,,,,,,,,,,,,,,,,10,6,0,1,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,

Zach Line,00-0029931,no,MIN,FB,,,,,,,,,,,,,,,,,,,,24,28,0,3,0,,,,,,,,,,,,,,,,,,95,4,6,1,0,0,95,6,10,2,2,0,0,10

Corey Linsley,00-0031019,no,GB,C,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tony Lippett,00-0031594,no,MIA,DB,1,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sean Lissemore,00-0027826,no,SD,NT,8,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Corey Liuget,00-0027956,no,SD,DE,7,0,0,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jeff Locke,00-0030405,no,MIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,23,815,66,2746,,,,,,,,,,,,,1,-6,0,0,0,0,-6

Tyler Lockett,00-0032211,no,SEA,WR,,,,,,1,0,1,0,0,,,,,,,,,,383,457,0,33,1,,,,,,,,,,,,,133,249,57,40,1,337,143,51,6,0,0,664,5,21,0,0,0,0,20

Ricardo Lockette,00-0028442,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,66,40,4,1,0,0,67,,,,,,,

Curtis Lofton,00-0026177,no,OAK,MLB,19,0,0,1,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bennie Logan,00-0030507,no,PHI,NT,16,0,0,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Long,00-0026142,no,STL,DE,10,1,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kyle Long,00-0030441,yes,CHI,OT,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Matt Longacre,00-0031814,no,STL,DE,4,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Star Lotulelei,00-0030455,no,CAR,DT,10,1,0,1,13,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kyle Love,00-0027236,no,CAR,DT,9,0,0,3,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dwight Lowery,00-0026253,no,IND,FS,20,0,4,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Aandrew Luck,00-0029668,no,IND,QB,,,,,,1,2,3,2,0,,,,,,,,,,,,,,,293,162,12,15,2,1,1881,,,,,,,,,,,,,,,,,,33,99,0,0,0,0,196

Marshawn Lynch,00-0025399,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,13,0,0,0,80,111,105,5,3,1,1,417

Aaron Lynch,00-0030993,no,SF,OLB,8,0,0,6.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Khalil Mack,00-0031040,no,OAK,DE,20,2,0,15,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jeremy Maclin,00-0026995,no,KC,WR,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,0,2,0,383,125,87,8,0,0,1088,4,14,0,0,0,0,11

Terrence Magee,00-0031768,yes,BAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,2,2,4,0,0,0,0,5

Craig Mager,00-0032106,no,SD,CB,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,,,,,,,,,,,,,,

Ryan Mallett,00-0028012,no,HOU,QB,,,,,,,,,,,,,,,,,,,,,,,,,245,136,6,5,1,1,1336,,,,,,,,,,,,,,,,,,5,15,6,1,0,0,15

Peyton Manning,00-0010346,no,DEN,QB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,331,198,17,9,0,0,2249,,,,,,,,,,,,,,,,,,6,-4,0,0,0,0,-6

Eli Manning,00-0022803,no,NYG,QB,,,,,,4,4,12,4,-19,,,,,,,,,,,,,,,617,386,14,35,0,0,4447,,,,,,,,,,,,,,,,,,20,63,0,0,1,0,61

Sean Mannion,00-0032245,no,STL,QB,,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,

EJ Manuel,00-0030526,no,BUF,QB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,84,52,3,3,0,0,561,,,,,,,,,,,,,,,,,,17,33,2,1,0,0,64

Johnny Manziel,00-0031409,no,CLE,QB,,,,,,3,0,6,0,0,,,,,,,,,,,,,,,223,129,5,7,0,0,1500,,,,,,,,,,,,,,,,,,38,98,0,0,0,0,230

Chris Maragos,00-0027378,no,PHI,FS,3,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marc Mariani,00-0027816,no,CHI,WR,0,0,0,0,1,1,2,3,2,0,,,,,,,,,,243,265,0,16,0,,,,,,,,,,,,,89,130,0,29,0,176,0,22,0,0,0,300,1,-3,0,0,0,0,-3

Marcus Mariota,00-0032268,no,TEN,QB,,,,,,6,3,10,3,-10,,,,,,,,,,,,,,,371,230,10,19,3,3,2818,,,,,,,,,,,41,41,1,1,0,0,41,34,178,110,2,0,0,252

Sen'Derrick Marks,00-0027038,no,JAC,DT,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dean Marlowe,00-0031870,no,CAR,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,

Bradley Marquez,00-0031818,no,STL,WR,,,,,,1,0,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,46,0,13,0,0,0,88,,,,,,,

Cassius Marsh,00-0031175,no,SEA,DE,6,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brandon Marshall (WR),00-0024334,no,NYJ,WR,,,,,,2,1,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,267,109,14,0,0,1502,,,,,,,

Brandon Marshall (LB),00-0029620,no,DEN,ILB,25,2,1,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nick Marshall,00-0031733,no,JAC,CB,4,0,0,0,6,1,0,2,1,0,,,,,,,,,,127,150,0,13,0,,,,,,,,,,,,,20,30,0,5,0,,,,,,,,,,,,,,

Keshawn Martin,00-0029415,no,NE,WR,,,,,,1,0,1,0,0,,,,,,,,,,137,143,0,10,0,,,,,,,,,,,,,33,53,0,8,0,147,15,24,2,0,0,269,1,6,0,0,0,0,6

Mike Martin,00-0029544,no,TEN,DE,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Doug Martin,00-0029613,no,TB,RB,,,,,,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,10,33,1,0,0,271,288,440,25,6,0,0,1402

Sam Martin,00-0030092,no,DET,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,25,877,80,3679,,,,,,,,,,,,,,,,,,,

