Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,133,189,189,213
2,127,234,119,205
3,123,325,75,251
4,162,200,77,119
5,86,236,191,143
6,133,237,60,488
8,90,50,160,340
9,71,331,130,297
10,47,325,45,242
11,124,196,94,248
12,177,188,101,189
13,67,246,101,205
14,230,205,171,99
15,103,190,120,252
16,101,77,121,260
17,76,274,151,91
