Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,64,240,147,195
2,93,250,101,243
3,133,245,88,345
4,60,266,142,289
5,110,213,82,362
6,120,289,116,301
7,75,301,183,266
8,136,223,140,239
9,120,245,35,274
11,74,202,100,275
12,27,309,132,212
13,54,186,158,364
14,95,227,154,226
15,50,140,155,150
16,100,168,82,279
17,127,200,137,94
