Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,71,177,230,165
2,199,151,38,285
3,163,121,90,279
4,113,212,144,200
6,84,237,57,271
7,140,285,77,197
8,147,180,97,208
9,145,148,160,160
10,263,122,84,287
11,94,248,124,196
12,191,174,116,210
13,31,94,173,260
14,72,317,97,296
15,129,221,94,199
16,218,150,91,272
17,151,91,76,274
