Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,189,213,133,189
2,109,226,115,185
3,198,48,159,212
4,98,273,70,173
5,87,241,117,170
6,91,353,155,391
8,97,208,147,180
9,109,337,77,262
10,153,244,94,191
11,86,261,170,219
12,101,189,177,188
13,170,194,121,170
14,87,290,99,275
15,94,199,129,221
16,174,153,104,285
17,111,231,67,282
