Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,120,307,54,354
2,115,185,109,226
3,139,307,103,53
4,113,334,164,164
5,187,158,56,379
6,55,414,142,169
7,150,264,55,221
8,119,372,39,215
10,117,334,115,228
11,82,301,99,278
12,70,267,67,301
13,175,349,66,146
14,97,296,72,317
15,230,263,74,350
16,121,260,101,77
17,27,205,145,209
