Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,98,298,97,233
2,61,239,172,178
3,186,227,57,261
4,54,374,135,243
5,82,362,110,213
6,95,287,83,311
7,71,251,248,255
8,56,214,86,125
10,82,174,74,182
11,123,241,70,197
12,167,195,100,100
13,100,100,50,218
14,126,275,187,203
15,155,150,50,140
16,128,202,30,227
17,160,242,32,183
