week	name	cmp	att	yds	td	int
1	P. Rivers	34	41	403	2	2
2	P. Rivers 	21	27 	241 2 	1
3	P. Rivers	21	34	246	1	1
3	K. Clemens	5	6	63	1	0
4	P. Rivers	23	38	358	3	0
5	P. Rivers	35	48	365	2	1
6	P. Rivers	43	65	503	2	0
7	P. Rivers	38	58	336	3	2
8	P. Rivers	28	37	301	3	0
9	P. Rivers	26	42	280	1	0
11	P. Rivers	19	30	178	0	1
12	P. Rivers	29	43	300	4	0
13	P. Rivers	18	35	202	0	1
14	P. Rivers	24	43	263	0	1
15	P. Rivers	26	36	311	3	2
16	P. Rivers	31	49	277	1	0
17	P. Rivers	21	35	228	2	1
