Week,Rushing,Passing,Opp. Rushing,Opp. Passing
1,74,182,161,188
2,123,273,42,344
3,102,289,151,277
4,59,167,207,218
6,180,254,63,236
7,248,255,71,251
8,15,255,95,342
9,108,289,266,154
10,99,190,83,353
11,70,140,166,220
12,12,321,137,274
13,137,82,94,281
14,128,235,92,337
15,44,187,140,302
16,82,279,100,168
17,96,342,70,126
